user_id,masked_ip,timestamp,country,region,city,isp,device_type,device_cat,device_hash,browser,browser_clean,os,rtt_ms,hour_of_day,is_attack_ip,is_anomalous,risk_score,decision
a40f68b5-ada1-5c27-93c8-72432c2125c1,78.174.xxx.xxx,2023-06-08T21:28:00,Canada,Region-20,City-102,Vivo,Desktop,Desktop,7649d88f8895e9cd,Chrome,Chrome,macOS,258,21,0,0,6,ALLOW
7b0c2740-757c-506b-a418-312112abb1bd,176.28.xxx.xxx,2023-07-25T20:08:00,United States,Region-11,City-71,OVH,Mobile,Mobile,68411d456e529a8c,Chrome,Chrome,iOS,889,20,0,1,56,OTP
f09339db-8eba-5b1b-8d4a-48bdcb5c4d45,39.133.xxx.xxx,2023-08-06T13:45:00,United States,Region-29,City-15,DigitalOcean,Desktop,Desktop,16104f408a609ede,Firefox,Firefox,Linux,158,13,0,0,0,ALLOW
004ee579-6fb3-51a6-9528-ad27e1d2df05,67.233.xxx.xxx,2023-12-29T04:13:00,United States,Region-13,City-189,Comcast,Desktop,Desktop,6cb5325f8fdf58be,Chrome,Chrome,Windows 10,267,4,0,0,9,ALLOW
fdc720a2-0549-5afe-be51-6c6fa495a2eb,137.164.xxx.xxx,2023-06-11T22:04:00,China,Region-30,City-172,Rostelecom,Desktop,Desktop,41d4f129f101684e,Chrome,Chrome,Linux,97,22,0,0,33,ALLOW
34c92f21-4b65-5321-824a-8cda941023eb,25.121.xxx.xxx,2023-05-12T21:34:00,United States,Region-9,City-186,DigitalOcean,Desktop,Desktop,f64856b4aa7bdf5d,Firefox,Firefox,iOS,330,21,0,0,1,ALLOW
ad93a279-61c1-5cd1-be58-f52a7da6b4c5,91.58.xxx.xxx,2023-03-07T00:37:00,India,Region-10,City-108,DigitalOcean,Desktop,Desktop,cdb0dbaa0c6abfdc,Firefox,Firefox,macOS,151,0,0,0,7,ALLOW
b8c2f00f-f9ba-5eb5-a22b-168528741904,222.163.xxx.xxx,2023-12-09T15:13:00,Russia,Region-20,City-19,NTT,Desktop,Desktop,c88519b61a679269,Chrome,Chrome,Windows 10,193,15,0,0,13,ALLOW
529e5fc4-fcc8-565d-a30e-04328d603df8,223.219.xxx.xxx,2023-10-28T19:34:00,China,Region-7,City-88,China Telecom,Mobile,Mobile,76180795c7f78b69,Chrome,Chrome,macOS,151,19,0,0,13,ALLOW
97f258b1-7a81-5691-8386-ddc178c5943e,125.86.xxx.xxx,2023-05-12T07:57:00,India,Region-6,City-81,OVH,Tablet,Tablet,484938baa7247293,Chrome,Chrome,Chrome OS,1076,7,0,0,0,ALLOW
1649d661-55fe-5d15-8baf-9649f1620d4d,158.112.xxx.xxx,2023-03-06T02:38:00,United States,Region-13,City-110,NTT,Desktop,Desktop,d99987fdcfbf58c8,Safari,Safari,Android,4835,2,1,1,79,BLOCK
65a876fb-6736-578c-b015-e289271df502,174.2.xxx.xxx,2023-05-19T18:34:00,Other,Region-8,City-58,Hetzner,Tablet,Tablet,814db91e06290170,Edge,Edge,Chrome OS,1381,18,1,1,67,OTP
73191289-8614-52bc-b2da-3d0654fd3dc9,211.12.xxx.xxx,2023-05-02T14:53:00,United States,Region-10,City-117,Hetzner,Desktop,Desktop,5fd24744bebca494,Chrome,Chrome,macOS,472,14,0,0,0,ALLOW
8841f2b8-a222-5bd3-a29b-18b168e45f40,92.193.xxx.xxx,2023-09-07T13:41:00,United States,Region-30,City-104,Comcast,Desktop,Desktop,1c4955928ba7e807,Edge,Edge,Windows 11,92,13,0,0,7,ALLOW
04de5cda-f435-5a0e-8aa0-6efb1f03884e,94.183.xxx.xxx,2023-05-04T01:13:00,Other,Region-2,City-97,OVH,Tablet,Tablet,07ee2f4e047fd11e,Chrome,Chrome,Windows 10,289,1,0,0,3,ALLOW
5722976c-7ff0-5a57-85d7-b3b239a49ea8,215.6.xxx.xxx,2023-03-20T17:25:00,Germany,Region-4,City-107,NTT,Desktop,Desktop,26f0ab9f45743d65,Chrome,Chrome,Windows 10,51,17,0,0,12,ALLOW
dd3d3878-c7f5-5f22-9f0a-c468fdb6f667,108.170.xxx.xxx,2023-01-07T18:36:00,India,Region-17,City-70,Vivo,Desktop,Desktop,d15f777360c2f5cf,Firefox,Firefox,Windows 11,84,18,0,0,1,ALLOW
4d19c859-ffed-5c46-9898-fa957a505236,30.201.xxx.xxx,2023-03-27T17:33:00,United States,Region-7,City-156,BSNL,Desktop,Desktop,6306a7254a043374,Edge,Edge,iOS,286,17,0,0,1,ALLOW
f14a3faf-099d-5797-9f92-dedcc7c50ad1,11.141.xxx.xxx,2023-08-04T01:38:00,Brazil,Region-7,City-177,NTT,Tablet,Tablet,ffc80a0d6d7c6819,Chrome,Chrome,Android,441,1,0,0,5,ALLOW
276a3443-8f6c-5835-8db2-6eca5aa6f3a4,244.24.xxx.xxx,2023-12-26T19:05:00,Canada,Region-3,City-186,Hetzner,Desktop,Desktop,d97115f03be58b6a,Chrome,Chrome,Windows 10,280,19,0,0,0,ALLOW
e53206d2-a76a-51cf-b414-f0cfe0a74013,13.26.xxx.xxx,2023-07-12T07:55:00,United States,Region-28,City-11,Unknown,Desktop,Desktop,d0a7abb898ece416,Chrome,Chrome,macOS,223,7,0,0,6,ALLOW
95ba62c0-7865-50d4-a27d-e8740efc05fd,3.219.xxx.xxx,2023-03-11T04:13:00,France,Region-21,City-44,Rostelecom,Desktop,Desktop,d17731f4042277c6,Chrome,Chrome,Windows 10,192,4,0,0,1,ALLOW
222f3622-498b-5622-9128-a17919cd3e1e,209.88.xxx.xxx,2023-03-09T16:26:00,United States,Region-13,City-103,NTT,Tablet,Tablet,1041028652ee4ad4,Chrome,Chrome,Linux,74,16,0,0,3,ALLOW
8b2183e5-15a5-5c3a-a730-641ff4e968ef,34.179.xxx.xxx,2023-05-02T10:40:00,United States,Region-28,City-41,AT&T,Mobile,Mobile,9756bcc2fe2e25c5,Chrome,Chrome,Android,137,10,0,0,0,ALLOW
a978d2f0-8456-5a28-9193-570f73672d6a,98.200.xxx.xxx,2023-05-12T23:45:00,United States,Region-1,City-176,Unknown,Desktop,Desktop,d271091c7d772c92,Chrome,Chrome,Android,169,23,0,0,11,ALLOW
294cb52a-2357-5760-beb5-54b3de75d29f,12.17.xxx.xxx,2023-10-27T11:42:00,United States,Region-11,City-4,Hetzner,Desktop,Desktop,3cbf87e6475a4a96,Edge,Edge,Windows 10,570,11,0,0,6,ALLOW
1ec2be78-6907-583a-bb93-597f8899df6a,134.177.xxx.xxx,2023-09-04T08:13:00,Canada,Region-4,City-111,OVH,Mobile,Mobile,b9656350567708ed,Firefox,Firefox,Windows 11,322,8,0,0,8,ALLOW
ed451bfe-c98c-5f32-8849-80d02f984624,229.253.xxx.xxx,2023-04-19T05:55:00,United States,Region-1,City-165,Deutsche Telekom,Desktop,Desktop,978a037a517d1422,Firefox,Firefox,Android,59,5,0,0,9,ALLOW
2348a7e6-9415-5e7c-aec3-42438d35a8a7,62.85.xxx.xxx,2023-12-25T00:10:00,Germany,Region-2,City-130,BSNL,Mobile,Mobile,94b56c240e11e8c4,Safari,Safari,Windows 10,317,0,0,0,10,ALLOW
3c75563e-e422-56d9-b3e3-d278771c122e,115.23.xxx.xxx,2023-11-20T10:45:00,United States,Region-15,City-81,AT&T,Desktop,Desktop,2f5fca38329dfbe5,Chrome,Chrome,Android,179,10,0,0,10,ALLOW
acdd6e33-7a24-555a-b905-19bff67ab4f3,203.155.xxx.xxx,2023-01-01T02:57:00,United States,Region-21,City-78,Rogers,Desktop,Desktop,5c20266668ab2e7e,Chrome,Chrome,Windows 10,142,2,0,0,2,ALLOW
8f8c3f8b-d68c-5471-9572-e7957d3c9845,217.117.xxx.xxx,2023-02-09T12:31:00,France,Region-25,City-159,Vivo,Desktop,Desktop,0c90b1446e495a86,Edge,Edge,macOS,399,12,0,0,0,ALLOW
b4a5dcc1-b769-54b7-968a-7cb6f3a24a57,88.91.xxx.xxx,2023-06-11T11:18:00,United States,Region-26,City-75,Rogers,Desktop,Desktop,30bccf2ad82ae8a2,Chrome,Chrome,Windows 10,558,11,0,0,0,ALLOW
4b9aaef3-4c61-5bf0-8b42-9cc207b3126c,191.185.xxx.xxx,2023-04-13T06:31:00,China,Region-9,City-157,BSNL,Desktop,Desktop,fcc3132a576ffa31,Edge,Edge,Android,515,6,0,0,34,ALLOW
e0e8e3bc-a2b1-5e8f-ab52-3a500fcf9338,87.28.xxx.xxx,2023-05-19T18:36:00,United States,Region-2,City-163,Unknown,Mobile,Mobile,198b30e46d3af81c,Chrome,Chrome,Chrome OS,125,18,0,0,14,ALLOW
b8eb600e-933e-5e68-aebc-0e1c9155547f,2.136.xxx.xxx,2023-04-09T00:56:00,South Korea,Region-18,City-111,Unknown,Mobile,Mobile,10725795328a4ce8,Chrome,Chrome,Linux,191,0,0,0,15,ALLOW
e7553fd3-b4a2-574f-94f6-1bcd97b37dca,209.33.xxx.xxx,2023-05-07T10:45:00,United Kingdom,Region-22,City-154,Vivo,Desktop,Desktop,f1dd0b9d3274c064,Edge,Edge,Windows 11,318,10,0,0,15,ALLOW
726a5c40-9ecf-5231-84e9-e2d9e9772fa0,102.247.xxx.xxx,2023-06-30T18:17:00,United States,Region-10,City-116,DigitalOcean,Desktop,Desktop,972f1f122d4ba01e,Other,Other,Linux,534,18,0,0,0,ALLOW
31133a25-4d2c-57b0-83ed-3f0ca9bb25b6,141.221.xxx.xxx,2023-08-06T15:53:00,Other,Region-24,City-142,OVH,Desktop,Desktop,c0133d150dfa089b,Edge,Edge,iOS,166,15,0,0,14,ALLOW
67e40cbf-18b9-5cf8-99ae-c07f033abc6d,167.250.xxx.xxx,2023-04-07T14:36:00,United Kingdom,Region-17,City-139,Hetzner,Desktop,Desktop,5bfe88f818c92a80,Chrome,Chrome,macOS,210,14,0,0,14,ALLOW
775c2ae9-2d12-5c5b-b832-0d617e257816,192.229.xxx.xxx,2023-10-31T23:57:00,United Kingdom,Region-10,City-109,DigitalOcean,Desktop,Desktop,5d6ce91856c2733f,Chrome,Chrome,Android,100,23,0,0,13,ALLOW
c0daa87e-4658-5f46-a4cb-132a55009bb9,69.193.xxx.xxx,2023-02-11T05:14:00,United States,Region-10,City-175,BT Group,Desktop,Desktop,73a05e8dac352d9d,Chrome,Chrome,Linux,93,5,0,0,0,ALLOW
ed1df87d-61fc-593a-b263-a5a63825b1e8,209.116.xxx.xxx,2023-01-24T12:35:00,Other,Region-28,City-173,Hetzner,Mobile,Mobile,035c1914144df27d,Chrome,Chrome,Chrome OS,468,12,0,0,3,ALLOW
885972ef-725c-593d-873f-0399667f5cab,171.13.xxx.xxx,2023-07-29T10:50:00,United States,Region-13,City-107,DigitalOcean,Mobile,Mobile,b3a9d83bea425f8c,Chrome,Chrome,Windows 11,724,10,0,0,14,ALLOW
c1829520-1f6b-53b7-a930-9827b20f693c,223.200.xxx.xxx,2023-05-28T21:12:00,France,Region-15,City-58,OVH,Desktop,Desktop,05910b748a559b36,Chrome,Chrome,macOS,230,21,0,0,11,ALLOW
e053ee41-0c80-5fba-a02c-4c1e00694151,247.50.xxx.xxx,2023-05-24T01:32:00,Other,Region-6,City-175,AT&T,Desktop,Desktop,ae409d05844859e7,Chrome,Chrome,Linux,546,1,0,0,23,ALLOW
44f02292-9ac7-5f41-b4a9-6ef9df6f3299,143.68.xxx.xxx,2023-11-09T00:43:00,Australia,Region-19,City-66,Comcast,Mobile,Mobile,115a80ac1cd46322,Chrome,Chrome,Windows 10,326,0,0,0,8,ALLOW
40595b24-2850-5814-80ad-c930380aa03c,158.216.xxx.xxx,2023-02-07T00:45:00,Canada,Region-16,City-147,Rogers,Mobile,Mobile,a9e8360c2e007e21,Chrome,Chrome,macOS,146,0,0,0,20,ALLOW
998eb0f5-88f8-5da7-b694-ac77f4c24ee1,138.104.xxx.xxx,2023-10-30T20:55:00,China,Region-8,City-55,OVH,Desktop,Desktop,b54608407c17202e,Safari,Safari,Windows 11,7583,20,0,1,84,BLOCK
fcc48167-d63c-5b31-9f6e-f9784cb9f3f3,211.193.xxx.xxx,2023-12-12T18:43:00,India,Region-1,City-30,OVH,Desktop,Desktop,a94a557fb3735953,Edge,Edge,iOS,837,18,0,0,9,ALLOW
7b2866b4-77b2-5e31-ad72-77b3d61fb1ba,175.227.xxx.xxx,2023-06-27T13:11:00,United States,Region-30,City-30,China Telecom,Mobile,Mobile,069fe0382d77a75f,Chrome,Chrome,iOS,237,13,0,0,0,ALLOW
83998d06-15e9-5e3f-8caa-18782b8a0f28,206.131.xxx.xxx,2023-10-01T00:52:00,Japan,Region-2,City-76,OVH,Desktop,Desktop,1130c021cf1485d4,Edge,Edge,Chrome OS,855,0,0,0,16,ALLOW
882f75c8-8be1-59d3-848e-6e91d8b70bec,17.54.xxx.xxx,2023-01-06T08:06:00,India,Region-25,City-55,Unknown,Desktop,Desktop,da5cbcd7c7a4f07f,Chrome,Chrome,Chrome OS,30,8,0,0,12,ALLOW
ae3f7184-7a21-57bd-914b-1720e6e30590,210.241.xxx.xxx,2023-11-13T22:19:00,United States,Region-22,City-40,Comcast,Desktop,Desktop,12613459b499088b,Chrome,Chrome,Linux,472,22,0,0,12,ALLOW
24649e0c-1ecc-5424-80dd-a75b7447c8b6,19.148.xxx.xxx,2023-07-03T10:24:00,China,Region-30,City-67,China Telecom,Desktop,Desktop,dde47628a7bb15d4,Chrome,Chrome,Windows 11,262,10,0,0,29,ALLOW
66abd00e-5bb8-58ae-a171-0661e4aea70a,2.165.xxx.xxx,2023-03-28T03:32:00,Other,Region-3,City-194,Hetzner,Desktop,Desktop,65c1ebe958d8abe7,Chrome,Chrome,Android,192,3,0,0,17,ALLOW
bdba2894-e5cd-5ff7-b347-2339e183313b,196.238.xxx.xxx,2023-03-04T23:47:00,Russia,Region-13,City-170,Comcast,Desktop,Desktop,36eacf3891746ce4,Safari,Safari,macOS,5486,23,0,1,76,BLOCK
d136878a-8746-5c0b-9fa2-2186aa4739a4,37.77.xxx.xxx,2023-08-03T19:07:00,Brazil,Region-30,City-187,OVH,Desktop,Desktop,c787c7a239804c89,Firefox,Firefox,Chrome OS,49,19,0,0,12,ALLOW
fa10e3f5-86c0-5a7f-bb1c-9495fa8901fe,2.147.xxx.xxx,2023-03-31T17:41:00,Germany,Region-18,City-141,AT&T,Desktop,Desktop,73e8231979261211,Safari,Safari,Windows 11,205,17,0,0,0,ALLOW
3667189d-f5ac-50a4-b3cd-04f1e6fb81ac,218.132.xxx.xxx,2023-10-28T11:39:00,Iran,Region-6,City-57,Vivo,Mobile,Mobile,f92b65be272d1a0f,Firefox,Firefox,Windows 11,325,11,0,0,32,ALLOW
ddf0798b-42b2-5e3e-bc44-edd90494d69f,119.166.xxx.xxx,2023-02-09T14:30:00,Japan,Region-10,City-172,AT&T,Desktop,Desktop,e6aae0e69382fc22,Safari,Safari,Chrome OS,798,14,0,0,9,ALLOW
91bd6442-48b5-525f-978c-a5fe9da7a882,159.18.xxx.xxx,2023-03-14T20:24:00,Iran,Region-11,City-125,NTT,Desktop,Desktop,d2e3cc57f4faf2c6,Firefox,Firefox,Windows 11,2638,20,0,1,76,BLOCK
ce216246-9795-519f-89a7-1b05f5da80c4,246.110.xxx.xxx,2023-09-23T09:59:00,Nigeria,Region-11,City-64,DigitalOcean,Desktop,Desktop,bb459f9eb1992b9e,Chrome,Chrome,iOS,128,9,0,0,22,ALLOW
c3cd7959-0e5f-5d1b-9e88-1f96814c231e,188.85.xxx.xxx,2023-04-08T19:09:00,Brazil,Region-15,City-115,Rostelecom,Desktop,Desktop,1e4f0c29519430bf,Chrome,Chrome,macOS,163,19,0,0,13,ALLOW
480f98f4-e99c-5460-a0eb-c45150861a1a,229.138.xxx.xxx,2023-07-24T08:07:00,Germany,Region-24,City-161,AT&T,Desktop,Desktop,83cdcd709061b96b,Firefox,Firefox,Windows 10,508,8,0,0,0,ALLOW
a8e81828-12fc-5b27-89cf-b255b642a996,142.67.xxx.xxx,2023-06-04T22:15:00,Belarus,Region-18,City-121,OVH,Mobile,Mobile,3428abf7c6a43c58,Chrome,Chrome,Chrome OS,7291,22,1,1,88,BLOCK
a1b60d94-d89e-5e59-b451-8b1e33d9bccf,119.129.xxx.xxx,2023-07-31T21:34:00,United States,Region-13,City-94,Rogers,Desktop,Desktop,ae38e546af9b4712,Safari,Safari,Linux,160,21,0,0,0,ALLOW
e3118425-b58a-57d0-b00a-652e5f796d7e,36.115.xxx.xxx,2023-05-01T18:19:00,United States,Region-19,City-145,OVH,Mobile,Mobile,bda0f15c056de988,Safari,Safari,iOS,368,18,0,0,8,ALLOW
97277b39-a811-529a-9148-e10564e2aeec,17.68.xxx.xxx,2023-12-22T02:09:00,United States,Region-2,City-172,BSNL,Desktop,Desktop,c9072d73bb6d3226,Chrome,Chrome,Windows 11,264,2,0,0,7,ALLOW
7b18b24f-29b3-55d6-bc97-ea74e9d13029,252.167.xxx.xxx,2023-02-03T19:33:00,India,Region-23,City-134,OVH,Desktop,Desktop,c3788d59b09f846d,Chrome,Chrome,Android,531,19,0,0,0,ALLOW
c95c69cc-fd54-5b33-82c7-3ab22eecb11e,97.94.xxx.xxx,2023-10-02T06:36:00,Nigeria,Region-29,City-20,Rogers,Desktop,Desktop,103d2b5c5044de11,Chrome,Chrome,Windows 11,139,6,0,0,32,ALLOW
1b2746a7-d569-566e-ab9f-a254e4d00f82,203.124.xxx.xxx,2023-09-09T05:52:00,United States,Region-1,City-129,Deutsche Telekom,Mobile,Mobile,a4068eb824ddc2c6,Chrome,Chrome,macOS,188,5,0,0,7,ALLOW
ec52d269-3a67-5df9-b6bc-0d4d77fa3d5f,41.93.xxx.xxx,2023-04-20T09:38:00,United Kingdom,Region-27,City-31,OVH,Desktop,Desktop,69099a425d0e3723,Firefox,Firefox,Windows 11,178,9,0,0,0,ALLOW
101f6a72-e586-551f-ac5f-9636f2383e62,54.152.xxx.xxx,2023-12-15T15:53:00,Brazil,Region-27,City-106,Comcast,Desktop,Desktop,adc4de405a01684f,Chrome,Chrome,Linux,75,15,0,0,7,ALLOW
661c6a46-3b19-538a-ad00-b57ea2b4833e,67.237.xxx.xxx,2023-02-10T17:07:00,North Korea,Region-13,City-154,Vivo,Desktop,Desktop,394ae84f9e58f572,Edge,Edge,Windows 11,7011,17,1,1,92,BLOCK
16574ac1-424f-5647-8408-777a2662c6fb,44.57.xxx.xxx,2023-12-10T06:32:00,Nigeria,Region-20,City-37,DigitalOcean,Desktop,Desktop,1deaa15f83c885fd,Chrome,Chrome,Android,6722,6,0,1,82,BLOCK
906de51c-e57a-5923-bb10-87ce21c78716,176.88.xxx.xxx,2023-05-03T03:08:00,South Korea,Region-20,City-152,AT&T,Desktop,Desktop,d0e82799f54ce22a,Firefox,Firefox,macOS,245,3,0,0,23,ALLOW
9125b32d-1dd4-52b7-abd6-d8e4e78d68f1,156.25.xxx.xxx,2023-11-02T16:26:00,Germany,Region-29,City-158,Vivo,Desktop,Desktop,95eea1825e5a695b,Chrome,Chrome,iOS,202,16,0,0,0,ALLOW
c9f6a310-5a7b-5cfe-91cd-978c29a2dca1,34.231.xxx.xxx,2023-12-18T03:46:00,United States,Region-27,City-1,DigitalOcean,Desktop,Desktop,ec3eb6aceeebd75a,Firefox,Firefox,Windows 10,78,3,0,0,21,ALLOW
3c04ed24-0751-5a5a-ab31-1b1edfcb01f7,241.206.xxx.xxx,2023-11-09T08:33:00,Germany,Region-25,City-98,Rostelecom,Desktop,Desktop,301de21389cb65df,Chrome,Chrome,Windows 10,174,8,0,0,0,ALLOW
26b9b84a-9fa0-500b-9650-f17795c3ec8f,35.66.xxx.xxx,2023-03-13T03:43:00,United States,Region-8,City-22,BT Group,Mobile,Mobile,daf80e2ae9b66957,Safari,Safari,iOS,186,3,0,0,13,ALLOW
cc94328e-c9bc-56f9-b7de-11a2cf32146d,134.31.xxx.xxx,2023-01-06T04:19:00,Canada,Region-13,City-168,BSNL,Desktop,Desktop,92b5fea93ce12941,Chrome,Chrome,Linux,128,4,0,0,18,ALLOW
6fe642e2-d301-5580-ad07-65cdc06fb6d8,219.138.xxx.xxx,2023-07-04T16:33:00,United States,Region-12,City-157,BT Group,Desktop,Desktop,1e0c12b4a04f0116,Chrome,Chrome,Android,215,16,0,0,0,ALLOW
0e221d4e-fd50-541c-91c5-0e891fa65d95,95.144.xxx.xxx,2023-12-18T07:44:00,China,Region-9,City-79,Vivo,Desktop,Desktop,ce5a56a33d78dfa5,Chrome,Chrome,iOS,338,7,0,0,17,ALLOW
73191289-8614-52bc-b2da-3d0654fd3dc9,59.115.xxx.xxx,2023-03-28T17:10:00,United States,Region-6,City-26,BSNL,Desktop,Desktop,5fd24744bebca494,Chrome,Chrome,Chrome OS,1106,17,0,0,15,ALLOW
d8d0b3d7-d599-538b-b51e-ae4858069b7c,100.247.xxx.xxx,2023-02-07T21:41:00,United States,Region-26,City-24,Unknown,Desktop,Desktop,075cc4c333c8dbf6,Chrome,Chrome,Linux,281,21,0,0,0,ALLOW
3bbfabad-5d7a-5a90-9bc9-884efc43467a,21.156.xxx.xxx,2023-06-11T11:42:00,South Korea,Region-13,City-103,Vivo,Desktop,Desktop,61c86b6e8ffb14a8,Chrome,Chrome,macOS,300,11,0,0,3,ALLOW
efbc345c-7cac-5d30-b3e0-d7559fc0dae7,127.113.xxx.xxx,2023-05-08T15:05:00,United States,Region-28,City-169,DigitalOcean,Mobile,Mobile,7b18b765590a5692,Chrome,Chrome,Chrome OS,230,15,0,0,12,ALLOW
5dda5618-93ce-5664-8fe9-042df223b9da,44.173.xxx.xxx,2023-06-18T16:44:00,United States,Region-8,City-168,Comcast,Desktop,Desktop,ce96ae01df36c824,Chrome,Chrome,iOS,52,16,0,0,11,ALLOW
e713f357-5970-518c-954d-f1659cbba789,181.18.xxx.xxx,2023-01-12T04:32:00,North Korea,Region-18,City-73,Hetzner,Desktop,Desktop,970e1c9a59a8be8e,Chrome,Chrome,iOS,4760,4,1,1,100,BLOCK
117d630e-db88-5167-af63-d0180be618fe,247.50.xxx.xxx,2023-06-14T18:48:00,Other,Region-13,City-148,Comcast,Desktop,Desktop,7ea06b1c683faf63,Other,Other,macOS,256,18,0,0,11,ALLOW
